.	emdb
3074	virus-e
3075	virus-c
3076	virus-c
3077	virus-e
3078	virus-e
3079	70s
3080	misc
3081	misc
3082	misc
3083	misc
3084	misc
3085	misc
3086	virus-c
3087	dna
3088	dna
3089	dna
3090	dna
3091	dna
3092	virus-c
3093	virus-c
3094	amyloid
3095	amyloid
3096	virus-c
3097	virus-e
3098	membrane
3099	80s
3100	cell
3101	virus-c
3102	virus-e
3103	membrane2
3104	membrane2
3105	membrane2
3106	membrane2
3107	membrane2
3108	membrane
3109	virus-o
3110	virus-c
3111	virus-c
3112	needle
3113	needle
3114	rna
3115	rna
3116	cell
3117	cell
3118	cell
3119	cell
3120	virus-c
3121	virus-c
3122	cell
3123	cell
3124	cell
3125	membrane
3128	amyloid
3129	virus-e
3130	virus-e
3132	amyloid
3133	ribosome-c
3134	membrane2
3135	membrane2
3136	protein
3137	virus-e
3138	virus-e
3139	misc
3140	misc
3141	misc
3142	misc
3143	misc
3144	virus-e
3145	ribosome-c
3146	ribosome-c
3147	ribosome-c
3148	virus-e
3149	virus-e
3150	needle
3151	ribosome-c
3152	ribosome-c
3153	ribosome-c
3154	needle
3155	needle
3156	needle
3157	needle
3158	needle
3159	needle
3160	needle
3161	needle
3162	needle
3163	misc
3164	membrane
3165	membrane
3166	membrane
3167	membrane
3168	membrane
3169	membrane
3170	membrane
3178	rna
3179	rna
3180	rna
3181	membrane
3183	membrane2
3184	virus-c
3185	virus-o
3186	virus-c
3187	virus-c
3192	membrane2
3193	membrane2
3194	membrane2
3195	membrane2
3196	membrane2
3197	cell
3198	dna
3199	ribosome-c
3200	ribosome-c
3201	dna
3202	dna
3203	ribosome-c
3204	misc
3205	misc
3206	misc
3207	ribosome-c
3212	cycle
3213	cycle
3214	membrane
3215	cell
3216	needle
3217	needle
3218	rna
3219	rna
3220	rna
3221	80s
3222	needle
3223	80s
3224	ribosome-c
3225	80s
3226	80s
3227	80s
3228	80s
3231	protein
3232	misc
3233	virus-c
3234	membrane
3235	membrane2
3236	virus-e
3237	membrane
3238	membrane
3239	membrane
3240	membrane
3241	cycle
3242	misc
3243	misc
3244	membrane2
3245	80s
3246	virus-e
3247	needle
3248	needle
3249	needle
3250	needle
3251	needle
3252	needle
3253	needle
3254	needle
3255	needle
3256	needle
3257	needle
3258	needle
3259	needle
3260	needle
3261	needle
3262	needle
3263	needle
3264	needle
3266	virus-e
3267	virus-e
3268	virus-e
3269	virus-e
3270	virus-e
3271	virus-e
3272	virus-e
3274	protein
3275	protein
3276	rna
3277	rna
3278	rna
3279	rna
3280	ribosome-c
3281	virus-e
3282	needle
3283	virus-e
3284	virus-e
3285	70s
3288	virus-e
3289	membrane2
3290	virus-c
3291	virus-c
3292	virus-c
3293	virus-c
3294	virus-c
3295	misc
3296	misc
3297	misc
3298	misc
3299	misc
3300	ribosome-c
3301	motor
3302	membrane2
3304	dna
3305	dna
3306	dna
3307	dna
3308	virus-c
3309	virus-c
3310	virus-c
3311	virus-c
3312	virus-c
3313	misc
3314	misc
3315	misc
3316	misc
3317	misc
3318	dna
3319	dna
3320	dna
3321	dna
3322	virus-e
3323	misc
3324	misc
3325	misc
3326	misc
3327	misc
3328	misc
3329	cycle
3330	membrane
3331	rna
3332	rna
3333	rna
3334	cycle
3335	cycle
3336	cycle
3337	protein
3338	protein
3339	protein
3340	protein
3341	protein
3342	protein
3343	protein
3344	protein
3345	membrane
3346	membrane
3347	protein
3348	protein
3350	virus-e
3351	virus-e
3352	membrane
3353	membrane
3354	membrane
3355	membrane
3356	membrane
3357	virus-c
3358	virus-e
3359	virus-e
3360	virus-e
3361	virus-e
3362	virus-c
3363	virus-c
3364	virus-c
3365	virus-c
3366	rna
3367	rna
3368	rna
3369	rna
3370	rna
3371	rna
3372	rna
3373	virus-c
3374	virus-c
3375	rna
3376	rna
3377	rna
3378	rna
3379	rna
3380	rna
3381	rna
3382	rna
3383	rna
3384	cycle
3385	cycle
3386	cycle
3387	cycle
3388	cycle
3389	cycle
3390	cycle
3391	virus-c
3392	virus-c
3393	virus-c
3394	virus-c
3395	virus-c
3396	virus-c
3397	virus-c
3398	membrane
3399	dna
3400	dna
3401	misc
3402	virus-o
3403	virus-o
3404	virus-o
3407	protein
3408	synth
3409	synth
3410	synth
3411	synth
3412	synth
3413	synth
3414	misc
3415	protein
3418	80s
3419	80s
3420	80s
3421	membrane
3422	membrane
3423	membrane
3424	membrane
3425	membrane
3426	membrane
3427	membrane
3428	membrane
3429	membrane
3430	membrane
3431	dna
3432	cycle
3433	cycle
3435	protein
3436	protein
3439	rna
3440	rna
3441	membrane
3442	membrane2
3443	rna
3453	dna
3455	protein
3456	protein
3457	protein
4000	virus-c
4001	70s
4002	protein
4003	virus-c
4006	virus-c
4007	virus-c
4008	virus-c
4010	virus-c
4011	virus-c
4012	virus-c
4013	virus-c
4015	virus-c
4016	virus-c
4017	virus-c
4018	virus-e
4019	virus-e
4020	virus-e
4021	cycle
4022	cycle
4023	cycle
4024	cycle
4025	cycle
4026	cycle
4027	cycle
4028	cycle
4029	dna
4030	dna
4031	dna
4032	membrane
4033	membrane
4034	virus-e
4035	membrane2
4036	membrane2
4037	cycle
4038	dna
4039	misc
4040	membrane
4041	membrane
4042	needle
4043	motor
4044	needle
4045	motor
4046	needle
4047	cycle
4048	cycle
4049	80s
4055	rna
4056	rna
4057	rna
4058	rna
4059	rna
4061	membrane
4062	motor
4065	virus-e
4066	virus-e
4067	virus-e
4068	membrane2
4072	needle
4073	ribosome-c
4074	ribosome-c
4075	ribosome-c
4076	ribosome-c
4077	ribosome-c
4078	ribosome-c
4079	ribosome-c
4080	ribosome-c
4081	ribosome-c
4082	ribosome-c
4083	ribosome-c
4084	membrane
4085	dna
4090	membrane
4091	membrane
4092	amyloid
4095	dna
4096	ribosome-c
4097	dna
4099	rna
4100	membrane
4101	membrane
4102	membrane
4105	dna
4106	dna
4108	membrane
4109	membrane
4110	membrane
4111	membrane
4116	misc
4157	needle
4158	needle
4159	needle
5001	protein
5002	protein
5003	virus-o
5004	membrane
5005	membrane
5006	virus-e
5007	needle
5008	amyloid
5009	needle
5010	virus-o
5011	motor
5012	virus-o
5013	dna
5014	membrane
5015	80s
5016	80s
5017	ribosome-c
5018	virus-c
5019	virus-c
5020	virus-c
5021	virus-c
5022	virus-c
5023	virus-c
5024	rna
5025	rna
5026	rna
5027	motor
5030	70s
5031	needle
5032	needle
5033	needle
5034	needle
5035	needle
5036	70s
5037	membrane
5038	motor
5039	virus-e
5040	protein
5041	70s
5042	misc
5043	protein
5044	rna
5045	misc
5046	misc
5047	misc
5048	membrane
5049	virus-c
5050	virus-c
5051	virus-c
5052	amyloid
5100	hem
5101	hem
5102	virus-e
5103	virus-e
5104	membrane
5105	virus-e
5106	virus-e
5107	virus-e
5108	virus-e
5109	virus-e
5110	virus-e
5111	virus-e
5112	virus-e
5113	70s
5114	membrane
5115	virus-e
5116	ribosome-c
5117	virus-e
5118	membrane2
5119	membrane2
5120	membrane2
5121	membrane
5122	virus-e
5123	virus-e
5124	virus-e
5125	70s
5126	70s
5127	rna
5128	motor
5129	motor
5130	protein
5131	virus-e
5132	amyloid
5133	virus-e
5134	rna
5135	rna
5136	virus-c
5137	protein
5138	protein
5139	protein
5140	protein
5141	70s
5142	virus-e
5143	protein
5144	virus-e
5145	protein
5147	virus-e
5148	protein
5149	virus-o
5150	virus-o
5151	membrane2
5152	membrane2
5153	cell
5154	protein
5155	virus-e
5156	virus-c
5157	protein
5158	cell
5159	protein
5160	virus-e
5161	virus-e
5163	virus-c
5164	motor
5165	motor
5166	motor
5167	motor
5168	motor
5169	rna
5170	motor
5171	virus-e
5172	virus-e
5173	virus-e
5174	70s
5175	rna
5176	rna
5177	rna
5178	rna
5179	virus-e
5180	virus-e
5181	virus-e
5182	virus-e
5183	virus-e
5184	virus-e
5185	virus-e
5186	cycle
5187	virus-e
5188	70s
5189	70s
5190	virus-e
5191	motor
5192	motor
5193	motor
5194	motor
5195	motor
5196	motor
5197	cycle
5198	cycle
5199	virus-e
5200	virus-o
5201	virus-o
5202	membrane
5203	virus-o
5204	virus-o
5205	motor
5206	virus-o
5207	virus-o
5208	virus-o
5209	virus-o
5210	virus-e
5212	motor
5213	membrane2
5214	membrane2
5215	misc
5216	virus-o
5217	virus-o
5218	virus-o
5219	virus-o
5220	dna
5221	misc
5222	misc
5223	motor
5224	80s
5225	80s
5226	80s
5227	80s
5228	dna
5229	dna
5230	dna
5231	virus-o
5232	virus-o
5233	virus-e
5234	70s
5235	cycle
5236	virus-o
5237	virus-o
5239	cell
5241	cell
5242	rna
5243	rna
5244	protein
5245	protein
5246	protein
5247	protein
5248	protein
5249	protein
5250	protein
5251	virus-e
5252	motor
5254	motor
5255	virus-e
5256	virus-e
5257	motor
5258	protein
5259	virus-e
5260	virus-c
5261	virus-c
5262	70s
5263	virus-c
5264	virus-c
5265	70s
5266	70s
5267	70s
5268	virus-e
5269	membrane
5270	membrane
5271	membrane
5272	virus-c
5273	virus-c
5274	virus-c
5275	virus-e
5276	virus-c
5278	membrane
5280	virus-e
5282	virus-e
5283	virus-e
5284	virus-e
5285	virus-e
5286	virus-e
5287	membrane
5288	membrane
5289	protein
5290	protein
5291	virus-e
5292	virus-e
5293	virus-e
5294	misc
5295	misc
5296	virus-e
5297	needle
5298	needle
5299	needle
5300	needle
5301	membrane
5302	motor
5303	motor
5304	motor
5305	motor
5306	motor
5307	70s
5308	needle
5309	needle
5310	needle
5311	needle
5312	needle
5313	needle
5314	misc
5315	misc
5316	membrane
5317	membrane
5318	membrane
5319	membrane
5320	virus-c
5321	virus-c
5322	virus-c
5323	virus-c
5324	virus-c
5325	virus-c
5326	80s
5327	80s
5328	80s
5329	80s
5330	motor
5331	virus-c
5332	virus-c
5334	membrane
5335	membrane
5336	protein
5337	protein
5338	protein
5339	protein
5340	protein
5341	misc
5342	rna
5343	rna
5344	rna
5345	protein
5346	misc
5347	misc
5348	virus-o
5352	needle
5353	virus-e
5354	motor
5355	virus-o
5356	virus-o
5357	virus-o
5358	virus-o
5359	70s
5360	70s
5361	70s
5362	70s
5363	70s
5364	70s
5365	membrane2
5366	membrane2
5367	membrane2
5368	membrane2
5369	virus-e
5370	misc
5371	misc
5372	virus-e
5373	virus-e
5374	virus-e
5375	virus-o
5376	virus-e
5377	virus-o
5378	virus-e
5379	virus-e
5380	virus-e
5381	dna
5382	virus-o
5383	virus-o
5384	virus-e
5385	virus-c
5386	70s
5387	virus-e
5388	virus-o
5389	rna
5391	protein
5392	protein
5395	protein
5396	protein
5404	membrane
5405	virus-e
5406	virus-e
5407	rna
5408	membrane2
5409	virus-c
5410	virus-e
5411	membrane2
5412	virus-e
5413	virus-e
5414	virus-e
5415	virus-e
5416	motor
5417	motor
5418	virus-c
5419	rna
5420	rna
5421	rna
5422	virus-e
5423	needle
5424	virus-e
5425	virus-e
5426	virus-e
5427	virus-e
5428	virus-e
5429	dna
5430	dna
5431	dna
5432	dna
5433	dna
5434	dna
5435	dna
5436	dna
5437	dna
5438	synth
5439	motor
5440	rna
5441	rna
5442	rna
5443	rna
5444	rna
5445	virus-o
5446	virus-o
5447	virus-c
5448	virus-c
5449	virus-e
5450	membrane
5451	virus-o
5452	virus-e
5453	virus-e
5454	virus-e
5455	virus-c
5456	virus-c
5457	virus-c
5458	virus-c
5459	virus-c
5460	virus-c
5461	virus-c
5462	virus-c
5463	motor
5465	virus-e
5466	virus-e
5467	virus-e
5468	virus-e
5469	virus-e
5470	virus-e
5471	virus-e
5472	virus-e
5473	virus-e
5474	virus-e
5475	virus-e
5476	membrane
5477	motor
5478	motor
5479	motor
5480	motor
5481	motor
5482	motor
5483	motor
5484	motor
5485	virus-e
5486	virus-e
5487	virus-c
5488	virus-c
5489	motor
5490	motor
5491	motor
5492	motor
5493	motor
5494	virus-e
5495	virus-e
5496	virus-e
5497	membrane
5498	membrane
5499	virus-c
5500	ribosome-c
5501	ribosome-c
5502	ribosome-c
5503	ribosome-c
5504	ribosome-c
5505	needle
5506	ribosome-c
5507	ribosome-c
5508	ribosome-c
5509	ribosome-c
5510	ribosome-c
5511	virus-e
5512	virus-e
5513	ribosome-c
5514	virus-e
5515	virus-e
5516	virus-e
5517	virus-e
5518	80s
5519	virus-e
5520	virus-e
5523	virus-c
5524	membrane2
5525	membrane
5526	membrane
5527	ribosome-c
5528	virus-c
5529	virus-e
5530	protein
5531	protein
5532	protein
5533	protein
5534	virus-o
5535	virus-o
5536	virus-o
5537	virus-o
5538	virus-e
5539	virus-e
5540	membrane2
5541	membrane
5542	membrane
5543	membrane
5544	virus-c
5545	membrane
5546	membrane
5547	membrane
5548	membrane
5549	membrane
5550	membrane
5551	virus-c
5552	virus-c
5553	virus-c
5554	virus-c
5555	virus-c
5556	membrane2
5557	virus-e
5558	virus-e
5559	membrane2
5560	virus-c
5561	misc
5562	70s
5563	virus-e
5564	misc
5565	motor
5566	virus-o
5567	virus-o
5568	virus-o
5569	virus-o
5570	virus-o
5571	virus-o
5572	virus-o
5573	virus-o
5576	virus-e
5577	virus-e
5578	virus-e
5579	virus-e
5580	virus-e
5581	rna
5582	virus-c
5584	virus-o
5585	hem
5586	hem
5587	virus-e
5588	rna
5589	rna
5590	amyloid
5591	80s
5592	80s
5593	protein
5594	virus-e
5595	ribosome-c
5596	ribosome-c
5597	ribosome-c
5598	ribosome-c
5600	virus-e
5601	rna
5602	rna
5603	rna
5604	rna
5605	rna
5606	rna
5607	protein
5608	protein
5609	protein
5610	protein
5611	protein
5612	protein
5613	protein
5614	protein
5615	protein
5616	protein
5617	protein
5618	motor
5619	motor
5620	motor
5621	motor
5622	motor
5623	protein
5624	virus-c
5625	dna
5626	dna
5627	needle
5628	needle
5629	needle
5630	needle
5631	needle
5632	needle
5633	needle
5638	dna
5639	virus-e
5640	protein
5641	protein
5642	ribosome-c
5643	ribosome-c
5644	membrane2
5645	protein
5646	protein
5647	misc
5648	misc
5649	misc
5650	virus-e
5651	misc
5652	virus-e
5653	misc
5654	virus-e
5655	virus-e
5656	virus-e
5657	virus-e
5658	ribosome-c
5659	virus-e
5660	virus-e
5661	virus-e
5662	misc
5663	misc
5664	misc
5665	misc
5666	misc
5667	misc
5668	protein
5669	protein
5670	virus-e
5671	virus-e
5672	misc
5673	virus-e
5674	virus-e
5675	virus-e
5676	virus-e
5677	virus-e
5678	virus-o
5679	membrane
5680	virus-c
5681	virus-e
5682	virus-c
5683	virus-c
5684	virus-c
5685	virus-c
5686	virus-c
5687	virus-c
5688	membrane
5689	virus-c
5690	virus-c
5691	70s
5692	70s
5693	70s
5694	needle
5695	virus-e
5696	virus-e
5697	virus-e
5698	rna
5699	virus-e
5700	virus-c
5701	virus-c
5702	virus-c
5703	virus-c
5704	virus-c
5705	virus-c
5706	virus-c
5707	virus-c
5708	virus-c
5709	virus-c
5710	virus-e
5711	motor
5712	motor
5713	virus-c
5716	membrane
5717	virus-o
5718	virus-o
5719	rna
5720	needle
5721	needle
5722	needle
5723	virus-c
5724	virus-o
5725	virus-e
5726	virus-e
5727	virus-e
5728	virus-o
5729	cycle
5730	virus-o
5731	virus-c
5733	virus-c
5737	rna
5738	virus-e
5739	needle
5740	rna
5741	membrane2
5742	virus-o
5743	virus-o
5744	virus-o
5745	virus-o
5746	virus-o
5751	motor
5752	motor
5754	virus-o
5755	misc
5756	misc
5757	motor
5758	motor
5759	virus-c
5760	virus-c
5761	virus-c
5762	motor
5763	motor
5764	virus-o
5765	virus-c
5766	virus-c
5767	protein
5768	protein
5769	protein
5770	protein
5771	70s
5772	virus-e
5773	virus-e
5774	virus-e
5775	70s
5776	membrane
5777	membrane
5778	membrane
5779	virus-c
5780	virus-c
5781	virus-c
5782	virus-c
5783	motor
5784	70s
5785	70s
5786	70s
5787	ribosome-c
5788	ribosome-c
5789	ribosome-c
5790	ribosome-c
5791	ribosome-c
5792	ribosome-c
5793	virus-c
5794	virus-c
5795	membrane2
5796	70s
5797	70s
5798	70s
5799	70s
5800	70s
5801	80s
5802	membrane
5803	membrane
5804	dna
5805	80s
5806	80s
5807	dna
5808	dna
5809	dna
5810	dna
5811	dna
5812	dna
5813	dna
5814	dna
5815	dna
5816	dna
5817	dna
5818	dna
5819	dna
5820	dna
5821	dna
5822	dna
5823	dna
5824	dna
5828	virus-o
5829	virus-o
5830	cycle
5831	dna
5832	dna
5833	dna
5834	misc
5835	misc
5836	misc
5837	virus-e
5838	virus-e
5839	virus-e
5840	virus-e
5841	70s
5842	70s
5843	70s
5844	virus-c
5845	motor
5846	motor
5847	motor
5848	motor
5849	motor
5850	motor
5851	motor
5852	motor
5853	motor
5854	motor
5855	motor
5856	virus-c
5857	dna
5858	dna
5859	dna
5860	dna
5861	misc
5862	misc
5863	misc
5864	misc
5865	misc
5866	misc
5867	misc
5868	misc
5869	misc
5870	misc
5871	misc
5872	misc
5873	misc
5874	misc
5875	misc
5876	misc
5877	misc
5878	misc
5879	misc
5880	misc
5881	misc
5882	misc
5883	misc
5884	misc
5885	cell
5886	virus-e
5887	cell
5888	virus-e
5889	80s
5890	cycle
5891	cycle
5892	rna
5895	motor
5896	motor
5897	motor
5898	motor
5899	motor
5900	ribosome-c
5901	membrane
5902	membrane
5903	membrane
5904	ribosome-c
5905	ribosome-c
5906	ribosome-c
5907	ribosome-c
5908	ribosome-c
5909	ribosome-c
5910	ribosome-c
5912	needle
5913	needle
5914	needle
5915	membrane
5916	motor
5917	misc
5918	virus-c
5919	virus-c
5920	virus-c
5921	virus-c
5922	misc
5923	protein
5924	protein
5925	misc
5926	virus-e
5927	virus-e
5928	virus-e
5929	dna
5930	dna
5931	motor
5932	virus-e
5933	virus-e
5934	virus-e
5935	virus-e
5936	virus-c
5937	virus-c
5938	virus-c
5939	virus-c
5940	misc
5941	ribosome-c
5942	80s
5943	80s
5944	misc
5945	misc
5946	virus-o
5947	virus-o
5948	virus-e
5949	virus-e
5950	motor
5951	cell
5952	virus-e
5953	misc
5954	virus-o
5955	misc
5956	membrane2
5957	membrane2
5958	membrane2
5959	membrane2
5960	membrane2
5961	membrane2
5962	membrane2
5963	membrane2
5964	membrane2
5965	membrane2
5966	membrane2
5967	membrane2
5968	membrane2
5969	membrane2
5970	membrane2
5971	membrane2
5972	membrane2
5973	membrane2
5976	80s
5977	80s
5981	protein
5982	virus-c
5983	virus-c
5984	virus-o
5985	virus-o
5986	virus-o
5987	virus-o
5988	virus-o
5989	motor
5990	virus-e
5991	virus-e
5992	virus-e
5993	virus-e
5994	virus-e
5995	misc
5996	virus-e
5997	virus-e
6000	virus-e
6001	virus-e
6002	virus-e
6003	virus-c
6004	virus-c
6007	membrane
6008	motor
6009	membrane2
6010	membrane2
6011	membrane2
6012	membrane2
6013	motor
6014	motor
6015	motor
6016	motor
6017	motor
6018	membrane
6019	membrane
6020	membrane
6021	membrane
6022	membrane
6023	membrane
6024	membrane
6025	membrane
6026	membrane
6027	membrane
6028	membrane
6029	membrane
6030	membrane
6031	membrane
6032	membrane
6033	membrane
6034	virus-o
6035	virus-o
6036	virus-o
6037	virus-o
6038	virus-e
6041	cell
6042	cell
6043	virus-o
6044	80s
6047	motor
6048	motor
6049	motor
6050	motor
6051	motor
6052	motor
6053	motor
6054	motor
6055	motor
6056	motor
6057	ribosome-c
6058	motor
6059	motor
6060	motor
6061	motor
6062	motor
6063	motor
6064	motor
6065	motor
6066	motor
6067	motor
6068	motor
6069	motor
6070	motor
6071	motor
6072	motor
6073	motor
6074	motor
6075	membrane2
6076	membrane2
6077	virus-c
6078	virus-o
6079	virus-o
6080	virus-o
6081	virus-o
6082	virus-o
6083	virus-o
6084	cycle
6085	membrane
6086	membrane
6087	membrane
6088	needle
6089	needle
6090	needle
6091	needle
6092	needle
6093	needle
6094	needle
6095	needle
6096	needle
6097	needle
6098	needle
6099	misc
6100	motor
6101	motor
6102	motor
6103	80s
6104	80s
6105	80s
6106	membrane
6107	membrane
6108	motor
6109	motor
6110	motor
6111	motor
6112	motor
6113	motor
6114	motor
6115	motor
6116	motor
6117	motor
6118	virus-e
6119	virus-e
6120	needle
6121	virus-e
6122	rna
6123	synth
6124	motor
6125	ribosome-c
6126	ribosome-c
6127	ribosome-c
6128	ribosome-c
6129	ribosome-c
6130	ribosome-c
6131	ribosome-c
6132	ribosome-c
6133	ribosome-c
6134	ribosome-c
6135	ribosome-c
6136	ribosome-c
6137	ribosome-c
6138	ribosome-c
6139	ribosome-c
6140	ribosome-c
6141	ribosome-c
6142	ribosome-c
6143	ribosome-c
6144	ribosome-c
6145	ribosome-c
6146	virus-e
6147	virus-e
6148	virus-e
6149	ribosome-c
6150	virus-c
6151	virus-c
6152	virus-c
6153	virus-c
6154	motor
6155	motor
6156	motor
6157	motor
6158	motor
6159	motor
6160	motor
6161	motor
6162	motor
6163	motor
6164	motor
6165	rna
6166	rna
6167	rna
6168	virus-e
6169	ribosome-c
6170	ribosome-c
6171	ribosome-c
6172	ribosome-c
6173	ribosome-c
6174	ribosome-c
6175	ribosome-c
6176	ribosome-c
6177	ribosome-c
6178	ribosome-c
6179	motor
6180	motor
6181	motor
6182	amyloid
6183	amyloid
6184	virus-e
6185	hem
6186	hem
6187	motor
6188	motor
6189	virus-c
6190	virus-c
6191	virus-c
6192	virus-c
6193	virus-c
6194	virus-c
6195	virus-c
6196	virus-c
6197	virus-c
6198	virus-c
6199	virus-c
6200	virus-e
6201	ribosome-c
6202	rna
6203	rna
6204	misc
6205	misc
6206	misc
6207	misc
6208	misc
6209	misc
6210	misc
6211	70s
6212	virus-e
6213	virus-e
6214	virus-e
6215	misc
6216	misc
6217	misc
6218	misc
6219	protein
6220	virus-o
6221	virus-o
6222	virus-o
6223	virus-o
6224	membrane2
6225	membrane2
6226	protein
6227	protein
6228	protein
6229	protein
6230	protein
6231	misc
6232	virus-c
6233	virus-c
6234	virus-c
6235	virus-c
6236	virus-c
6237	virus-c
6238	virus-c
6239	ribosome-c
6240	ribosome-c
6241	misc
6242	virus-e
6243	virus-e
6244	protein
6245	protein
6246	protein
6247	protein
6248	protein
6249	virus-c
6250	virus-c
6251	virus-c
6252	virus-c
6253	misc
6254	misc
6255	misc
6256	virus-c
6258	misc
6259	misc
6260	misc
6261	misc
6262	misc
6263	misc
6264	misc
6265	protein
6266	needle
6267	membrane
6268	membrane
6269	membrane
6270	virus-c
6271	virus-c
6272	virus-e
6284	membrane
6285	membrane
6286	membrane
6287	protein
6288	misc
6289	motor
6290	motor
6291	protein
6292	dna
6293	virus-c
6294	virus-c
6295	virus-c
6296	virus-c
6297	virus-c
6298	virus-c
6299	rna
6300	rna
6301	rna
6303	protein
6305	protein
6306	70s
6307	motor
6309	misc
6310	virus-o
6311	70s
6312	motor
6313	misc
6314	misc
6315	70s
6316	70s
6317	membrane
6318	membrane
6319	membrane
6320	membrane
6321	virus-e
6322	virus-e
6323	virus-o
6324	virus-o
6325	virus-e
6326	amyloid
6327	amyloid
6328	amyloid
6329	70s
6330	virus-c
6332	misc
6333	membrane
6334	protein
6335	membrane
6336	membrane
6337	rna
6338	dna
6339	dna
6340	rna
6341	virus-e
6342	misc
6343	membrane
6344	membrane
6345	membrane
6346	membrane
6347	motor
6348	motor
6349	motor
6350	motor
6351	motor
6352	motor
6353	motor
6354	motor
6355	motor
6356	virus-e
6357	membrane
6358	membrane
6359	misc
6360	misc
6362	protein
6365	virus-e
6366	virus-e
6367	synth
6368	virus-e
6369	membrane
6370	motor
6371	virus-e
6372	virus-c
6373	virus-c
6374	virus-e
6375	virus-e
6376	virus-e
6377	virus-e
6378	virus-e
6379	virus-c
6380	virus-c
6382	virus-e
6383	virus-e
6384	virus-e
6385	virus-c
6386	virus-e
6387	virus-e
6388	virus-c
6389	virus-c
6390	motor
6391	motor
6392	motor
6393	motor
6394	virus-e
6395	virus-e
6396	70s
6397	70s
6398	virus-o
6399	dna
6400	rna
6404	virus-c
6405	virus-e
6406	virus-e
6407	virus-e
6408	virus-c
6409	virus-c
6410	misc
6411	misc
6412	misc
6413	rna
6414	rna
6415	rna
6416	rna
6417	rna
6418	rna
6419	rna
6420	rna
6421	rna
6422	protein
6423	virus-e
6424	virus-e
6425	misc
6426	membrane
6427	virus-o
6428	misc
6429	virus-c
6430	misc
6431	virus-c
6432	virus-c
6433	virus-e
6434	virus-e
6435	virus-e
6436	virus-c
6437	virus-c
6438	virus-c
6439	virus-c
6440	dna
6441	dna
6442	dna
6443	dna
6444	virus-e
6445	virus-e
6446	motor
6447	motor
6448	motor
6449	motor
6450	motor
6451	motor
6452	80s
6453	virus-e
6454	80s
6455	membrane
6456	80s
6457	virus-e
6458	cycle
6459	cycle
6460	cycle
6461	membrane2
6462	misc
6463	dna
6464	protein
6465	dna
6466	virus-e
6467	virus-e
